,daily,temp,humidity,precip,windspeed
2018-09-22,72.265,9.3,72.3,0.117,29.3
2018-09-23,84.20400000000001,7.5,76.5,0.181,17.7
2018-09-24,35.44,9.2,73.9,0.02,21.6
2018-09-25,70.756,10.6,82.1,0.161,34.7
2018-09-26,29.37,15.8,90.3,1.099,33.5
2018-09-27,39.296,12.8,80.1,0.364,33.6
2018-09-28,57.824,7.9,78.0,0.0,16.5
2018-09-29,90.667,9.9,80.4,0.0,34.1
2018-09-30,59.803,9.4,73.3,0.538,28.0
2018-10-01,2.19,7.2,86.1,1.375,28.7
2018-10-02,83.34,11.5,68.0,0.161,33.4
2018-10-03,33.33,10.9,87.6,0.236,33.7
2018-10-05,72.37299999999999,7.9,79.5,0.018,15.9
2018-10-06,23.29,6.3,79.4,0.0,12.5
2018-10-07,2.592,8.5,87.6,2.705,44.7
2018-10-08,35.119,13.6,88.8,3.682,39.3
2018-10-09,37.424,13.9,87.1,8.224,36.0
2018-10-10,41.305,14.6,80.5,2.061,24.3
2018-10-11,19.352,13.4,88.3,1.157,19.3
2018-10-12,50.071,11.9,87.0,12.802,35.1
2018-10-13,70.029,12.3,92.6,13.812,26.3
2018-10-14,148.80100000000002,8.6,86.3,0.486,20.4
2018-10-15,124.535,6.5,86.9,0.0,10.0
2018-10-16,48.839999999999996,9.7,89.3,0.22,27.5
2018-10-17,37.19,9.7,82.3,0.124,20.2
2018-10-18,19.04,6.2,87.0,0.101,13.3
2018-10-19,8.95,8.6,86.5,0.01,23.0
2018-10-20,36.62,11.7,93.6,0.147,25.2
2018-10-21,9.26,12.4,81.1,0.741,30.8
2018-10-22,13.219999999999999,9.3,75.0,0.008,39.8
2018-10-23,17.11,12.3,81.8,0.088,44.5
2018-10-24,27.058,11.6,80.5,0.032,30.0
2018-10-25,29.537999999999997,11.4,86.7,0.04,27.0
2018-10-26,16.331,6.3,74.3,0.345,24.7
2018-10-27,28.767,4.2,67.5,0.01,20.0
2018-10-28,35.55,2.9,81.4,0.055,11.2
2018-10-29,5.1,-0.3,91.3,0.228,10.8
2018-10-30,8.53,3.6,92.1,1.729,10.6
2018-10-31,35.650000000000006,5.0,89.8,1.602,15.3
2018-11-03,16.777,12.5,85.4,8.598,32.8
2018-11-05,29.461000000000002,8.7,94.8,2.05,9.9
2018-11-06,36.769999999999996,10.9,89.2,0.0,26.7
2018-11-07,45.975,11.2,85.9,2.055,21.5
2018-11-08,61.553,7.0,88.4,0.795,15.0
2018-11-09,89.441,9.6,81.5,6.091,32.6
2018-11-10,68.54599999999999,8.7,85.7,8.675,20.9
2018-11-11,12.617,6.0,95.6,5.732,10.3
2018-11-12,7.346,9.0,85.0,0.535,17.9
2018-11-13,33.796,9.0,85.9,1.115,29.6
2018-11-15,72.385,12.0,79.2,0.133,28.4
2018-11-16,30.619999999999997,8.7,94.4,1.149,11.4
2018-11-18,51.721000000000004,7.0,89.2,0.053,13.6
2018-11-19,58.269000000000005,6.9,84.1,0.364,20.9
2018-11-20,18.98,5.8,85.3,2.271,31.1
2018-11-21,53.715999999999994,5.0,86.1,14.802,34.2
2018-11-22,30.79,2.5,96.8,1.067,9.0
2018-11-23,44.253,6.2,95.4,2.577,13.0
2018-11-24,30.496,4.7,96.4,1.266,10.0
2018-11-25,40.557,4.7,90.6,3.667,18.6
2018-11-26,41.451,3.6,91.8,1.606,13.1
2018-11-27,30.7,4.6,88.3,3.256,28.1
2018-11-28,18.919999999999998,9.2,87.9,9.765,45.9
2018-11-29,23.28,8.1,86.0,16.756,32.8
2018-11-30,5.04,6.0,84.1,5.611,39.2
2018-12-01,27.240000000000002,4.7,91.6,0.999,23.8
2018-12-05,7.03,1.2,98.9,2.088,10.5
2018-12-06,6.63,7.6,92.1,2.319,34.2
2018-12-07,24.559,7.2,86.4,11.066,42.4
2018-12-08,73.46000000000001,7.3,81.7,3.215,36.3
2018-12-09,9.8,3.1,86.2,0.008,13.4
2018-12-10,29.546,0.7,94.1,0.164,8.3
2018-12-11,4.42,3.5,96.6,0.117,9.4
2018-12-13,30.36,3.6,69.8,0.0,19.2
2018-12-14,26.232,1.0,75.9,0.0,16.4
2018-12-16,62.245999999999995,3.6,90.8,15.299,24.2
2018-12-17,26.5,3.9,94.5,0.745,24.3
2018-12-18,5.27,9.3,83.7,6.911,28.6
2018-12-19,81.454,4.9,89.6,0.446,11.8
2018-12-20,60.666,5.1,93.4,0.861,15.1
2018-12-21,35.185,5.2,95.3,1.779,12.6
2018-12-22,55.365,6.0,92.6,0.263,22.5
2018-12-23,51.77,2.6,95.5,0.196,11.5
2018-12-24,15.760000000000002,-1.2,95.2,0.156,10.7
2018-12-25,10.86,4.9,97.2,0.062,13.5
2018-12-26,15.25,9.5,91.6,0.101,22.0
2018-12-27,95.239,9.3,89.9,0.0,21.0
2018-12-28,30.88,8.0,86.1,0.199,27.3
2018-12-29,52.438,8.7,82.4,5.499,39.1
2018-12-30,15.739999999999998,9.5,89.2,0.314,29.3
2019-01-01,25.19,4.5,74.5,0.018,35.7
2019-01-02,5.01,-2.3,89.9,0.0,6.3
2019-01-03,21.997999999999998,1.6,88.1,0.0,13.4
2019-01-04,16.93,4.2,86.5,0.0,16.3
2019-01-05,52.14,4.2,83.5,0.0,15.6
2019-01-06,37.841,7.0,95.4,0.372,13.9
2019-01-07,83.16199999999999,9.3,78.5,1.492,45.5
2019-01-08,56.07599999999999,5.7,69.5,0.0,23.0
2019-01-13,18.142,8.8,75.7,0.111,37.5
2019-01-17,14.595,1.3,68.4,0.047,21.3
2019-01-18,25.688000000000002,-0.6,84.3,0.0,12.8
