,daily,temp,humidity,precip,windspeed
2017-10-06,39.34,8.7,80.9,0.0,17.3
2017-10-07,54.733000000000004,13.1,84.2,0.28,26.5
2017-10-08,55.441,12.0,87.8,0.0,17.4
2017-10-09,2.94,12.7,88.7,1.12,19.7
2017-10-10,61.816,11.7,83.1,1.25,30.4
2017-10-11,45.111,12.2,86.2,4.42,29.9
2017-10-12,33.562,10.6,83.3,0.974,27.8
2017-10-13,49.504,15.1,87.7,5.668,38.7
2017-10-15,2.28,14.4,79.5,0.0,38.5
2017-10-16,83.03,11.6,92.4,5.812,28.6
2017-10-17,51.314,12.5,84.6,1.197,52.9
2017-10-18,55.221000000000004,9.9,87.4,0.387,17.8
2017-10-19,45.745999999999995,11.8,91.4,0.903,12.2
2017-10-20,71.708,12.2,90.3,7.293,12.2
2017-10-21,82.71,11.5,88.5,4.375,20.2
2017-10-23,23.368,10.1,90.3,1.834,21.2
2017-10-24,131.081,10.9,87.1,1.002,28.4
2017-10-25,55.612,11.0,84.5,0.169,38.0
2017-10-26,24.937,10.8,81.7,0.008,25.7
2017-10-27,68.838,7.6,82.3,0.01,23.4
2017-10-28,12.14,12.7,81.7,0.016,37.9
2017-10-29,14.33,7.0,69.8,0.008,19.9
2017-10-30,130.739,3.7,89.1,0.0,20.5
2017-10-31,77.863,12.1,93.2,1.484,28.8
2017-11-01,53.477,11.8,91.2,1.03,29.1
2017-11-02,32.297000000000004,6.1,83.8,0.156,10.4
2017-11-03,18.59,7.9,84.5,0.0,23.1
2017-11-05,78.99799999999999,3.6,80.7,0.115,16.3
2017-11-07,35.638000000000005,7.4,85.0,3.12,31.3
2017-11-08,91.512,4.5,91.3,0.245,31.3
2017-11-09,89.70400000000001,9.7,74.2,0.726,32.6
2017-11-10,39.111000000000004,5.6,78.4,1.641,27.0
2017-11-11,24.479,3.2,83.7,0.04,15.9
2017-11-12,99.214,4.1,70.6,0.032,21.9
2017-11-13,123.041,4.1,81.5,0.036,28.2
2017-11-14,58.567,8.2,89.9,0.408,27.7
2017-11-15,118.171,5.3,92.7,0.0,20.3
2017-11-16,103.434,6.9,79.6,2.674,29.9
2017-11-17,68.315,5.8,84.8,0.242,27.4
2017-11-18,23.95,5.0,70.2,0.073,26.4
2017-11-19,82.81,2.5,84.6,0.008,15.2
2017-11-20,70.928,5.3,99.3,6.161,12.3
2017-11-21,146.037,8.4,97.1,5.401,38.6
2017-11-22,80.114,6.6,94.9,8.331,37.1
2017-11-23,112.702,2.9,90.9,6.341,17.5
2017-11-24,42.4,1.0,91.3,0.754,22.8
2017-11-26,16.59,3.5,83.2,0.118,20.9
2017-11-27,85.80799999999999,4.6,81.7,1.646,29.0
2017-11-28,81.967,3.8,76.0,0.01,17.4
2017-11-29,115.181,2.8,70.2,0.008,16.8
2017-11-30,108.589,1.8,69.6,0.0,18.6
2017-12-01,54.435,2.0,78.2,0.0,15.4
2017-12-02,20.35,6.2,91.3,0.345,18.3
2017-12-05,26.919,8.0,88.2,0.018,33.5
2017-12-06,94.336,10.2,85.6,2.081,40.3
2017-12-07,30.162999999999997,6.2,80.3,7.161,42.1
2017-12-08,49.035,0.8,70.4,0.028,25.3
2017-12-09,106.80600000000001,-0.4,79.2,0.0,18.7
2017-12-10,59.141000000000005,-5.1,90.1,0.0,8.8
2017-12-11,71.22999999999999,-2.5,88.9,0.555,10.3
2017-12-12,46.215,-0.4,91.0,0.15,18.2
2017-12-13,63.897,2.7,92.3,4.053,27.2
2017-12-14,41.907,0.9,94.4,1.062,19.7
2017-12-15,35.673,2.5,80.8,1.318,14.2
2017-12-16,30.171,0.1,85.2,0.039,13.4
2017-12-17,38.07,4.0,87.2,1.914,22.3
2017-12-18,146.735,3.5,91.1,0.008,21.0
2017-12-19,129.086,9.5,92.3,0.0,22.7
2017-12-20,66.949,9.7,91.1,0.476,26.2
2017-12-21,40.568,4.8,95.4,0.0,14.9
2017-12-22,16.301,4.6,97.6,0.163,30.3
2017-12-25,92.90299999999999,6.1,96.9,12.152,19.1
2017-12-26,22.692,1.0,93.7,4.646,13.2
2017-12-27,47.415,0.1,79.4,0.018,24.7
2017-12-28,62.63,0.7,80.1,1.968,18.3
2017-12-29,16.07,-1.1,95.6,0.137,15.7
2017-12-30,45.282000000000004,2.4,94.1,2.224,25.7
2017-12-31,21.97,5.1,88.5,6.633,56.1
2018-01-01,13.02,3.4,92.0,11.374,20.8
2018-01-02,34.769999999999996,2.8,93.0,5.191,19.2
2018-01-03,16.985,4.2,94.1,9.164,21.6
2018-01-04,80.178,3.6,97.7,3.794,8.7
2018-01-05,59.193,2.4,97.7,12.284,13.5
2018-01-06,72.494,1.9,79.1,2.001,18.5
2018-01-07,27.119,-3.3,90.1,0.801,6.8
2018-01-08,81.21100000000001,-3.4,89.2,5.507,13.2
2018-01-09,66.482,3.4,89.9,0.111,19.7
2018-01-10,136.243,2.7,96.1,0.303,11.4
2018-01-11,92.66499999999999,2.3,95.6,0.008,6.1
2018-01-12,20.1,4.1,88.1,0.01,12.1
2018-01-13,30.351000000000003,4.5,84.7,0.221,16.4
2018-01-15,52.419,5.1,89.7,5.092,34.7
2018-01-16,110.247,0.6,94.2,1.285,27.5
2018-01-17,58.82,1.2,90.2,2.018,27.0
2018-01-18,71.131,1.1,93.1,15.759,17.1
2018-01-19,94.365,1.0,93.1,19.919,22.5
2018-01-20,33.224999999999994,-1.0,90.7,1.663,17.3
2018-01-21,15.2,-1.6,93.6,20.539,12.9
2018-01-22,63.952,5.1,89.2,1.418,26.0
2018-01-23,116.369,7.7,88.5,6.701,35.1
2018-01-24,47.11,6.6,83.8,15.408,51.2
2018-01-26,61.449,1.9,90.2,0.179,14.6
2018-01-27,42.771,7.8,82.3,2.472,42.1
2018-01-28,54.839,8.9,88.5,0.966,46.4
2018-01-29,73.554,6.1,79.5,7.815,42.2
2018-01-30,82.269,5.1,86.2,0.567,34.2
2018-01-31,103.564,2.7,88.9,7.516,35.5
2018-02-01,41.25,4.3,70.9,0.268,25.2
2018-02-02,26.149,4.0,74.3,0.02,17.6
2018-02-04,40.34,3.2,93.1,1.68,6.0
2018-02-05,158.23,1.8,84.2,0.0,14.2
2018-02-06,19.721,0.9,80.4,1.135,14.8
2018-02-07,41.629999999999995,-0.2,82.2,0.176,25.9
2018-02-08,89.953,5.4,89.4,0.501,24.7
